City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
250,Sibolga,100,ID,1584300296,94,1.74,98.78,72.12,3.76
251,Mayumba,61,GA,1584300052,83,-3.43,10.66,82.2,9.28
252,Paamiut,9,GL,1584300296,62,61.99,-49.67,8.22,15.17
253,Tarakan,16,ID,1584300296,78,3.3,117.63,79.32,9.17
254,Kapaa,20,US,1584300296,73,22.08,-159.32,75.2,11.41
255,Strezhevoy,90,RU,1584300296,96,60.73,77.59,32.0,8.95
256,Acapulco de Juárez,75,MX,1584300296,62,16.86,-99.89,87.8,8.05
257,Ixtapa,40,MX,1584300296,61,20.7,-105.2,80.6,8.05
258,Krasnosel'kup,20,RU,1584300296,86,65.7,82.47,-12.48,6.38
259,Balabac,31,PH,1584300296,81,7.99,117.06,79.5,10.13
260,Tenosique,40,MX,1584300296,58,17.48,-91.43,87.8,6.93
261,Sinnamary,83,GF,1584300296,72,5.38,-52.95,80.58,11.39
262,Busselton,42,AU,1584300297,73,-33.65,115.33,62.01,9.8
263,Vila Franca do Campo,20,PT,1584300032,67,37.72,-25.43,60.8,6.93
264,Iracoubo,83,GF,1584300297,72,5.48,-53.2,80.58,11.39
265,Port Lincoln,25,AU,1584300050,76,-34.73,135.87,63.48,12.68
266,Kushmurun,15,KZ,1584300297,83,52.45,64.63,30.72,10.94
267,Acajutla,20,SV,1584300093,28,13.59,-89.83,93.2,4.7
268,Labytnangi,85,RU,1584300297,99,66.66,66.42,-5.1,1.23
269,Sanguéya,95,GN,1584300297,46,10.7,-14.37,85.08,10.65
270,Ferrol,20,ES,1584300297,75,43.48,-8.24,51.01,9.17
271,Champerico,75,GT,1584300297,52,14.3,-91.92,91.4,9.17
272,La Serena,75,CL,1584300297,77,-29.91,-71.25,64.4,13.87
273,Makakilo City,20,US,1584300297,69,21.35,-158.09,80.6,3.36
274,Port Hardy,5,CA,1584300084,44,50.7,-127.42,37.4,14.99
275,Sikasso,100,ML,1584300298,12,10.92,-7.0,96.06,0.78
276,Adeje,75,ES,1584300298,52,28.12,-16.73,68.0,4.7
277,Inhambane,20,MZ,1584300298,74,-23.86,35.38,80.6,4.7
278,Bariloche,0,AR,1584300298,20,-41.15,-71.31,73.4,8.05
279,Hambantota,0,LK,1584300049,94,6.12,81.12,78.8,8.05
280,Bara,28,NG,1584300298,9,10.37,10.73,80.76,5.93
281,Vaini,90,TO,1584300298,94,-21.2,-175.2,77.0,5.82
282,Casper,40,US,1584300298,43,42.87,-106.31,55.4,21.92
283,Chokurdakh,0,RU,1584300298,71,70.63,147.92,-22.2,4.07
284,Barrow,1,US,1584300298,70,71.29,-156.79,-4.0,14.99
285,Qaqortoq,100,GL,1584300299,53,60.72,-46.03,26.6,9.17
286,Chiang Klang,5,TH,1584300299,68,19.29,100.86,70.86,1.21
287,Ouégoa,96,NC,1584300299,91,-20.35,164.43,74.28,12.82
288,Kloulklubed,75,PW,1584300029,94,7.04,134.26,75.2,5.82
289,Chadiza,53,ZM,1584300299,95,-14.07,32.44,68.7,3.69
290,Lewistown,40,US,1584300299,39,40.6,-77.57,52.0,10.29
291,Aswān,0,EG,1584300299,31,24.09,32.91,77.0,8.05
292,Constitución,0,CL,1584300299,47,-35.33,-72.42,66.54,11.92
293,Port Augusta,0,AU,1584300299,87,-32.5,137.77,59.0,9.17
294,Chapais,1,CA,1584300299,50,49.78,-74.85,8.6,5.82
295,Praia,20,CV,1584300024,65,14.92,-23.51,77.0,19.46
296,Morant Bay,20,JM,1584300300,49,17.88,-76.41,89.6,12.75
297,Alofi,100,NU,1584300106,83,-19.06,-169.92,82.4,4.7
298,Kismayo,58,SO,1584300300,80,-0.36,42.55,82.92,13.51
299,Primo Tapia,90,MX,1584300300,72,32.22,-116.92,64.0,8.05
300,Margate,75,GB,1584300300,93,51.38,1.39,51.01,5.82
301,Andenes,95,NO,1584300300,74,69.31,16.12,30.2,11.41
302,Saint-Philippe,100,RE,1584300300,73,-21.36,55.77,77.0,16.11
303,Murygino,39,RU,1584300300,90,58.74,49.46,18.48,6.87
304,Bairiki Village,20,KI,1584300300,83,1.33,172.98,82.4,11.41
305,Presidente Prudente,2,BR,1584300300,55,-22.13,-51.39,87.78,4.9
306,Atambua,100,ID,1584300300,81,-9.11,124.89,73.2,3.74
307,Orsha,0,BY,1584300300,69,54.52,30.41,28.02,6.91
308,Lake Charles,75,US,1584300239,54,30.21,-93.2,82.4,5.82
309,Paraíso,20,CR,1584300300,51,9.84,-83.87,87.8,19.46
310,Alyangula,0,AU,1584300223,94,-13.85,136.42,69.8,2.08
311,Farsund,100,NO,1584300301,89,58.09,6.8,44.01,10.0
312,Los Llanos de Aridane,20,ES,1584300043,55,28.66,-17.92,66.2,17.22
313,Srednekolymsk,57,RU,1584300301,97,67.45,153.68,-22.02,3.91
314,Porbandar,96,IN,1584300301,48,21.64,69.61,77.52,11.36
315,Nishihara,20,JP,1584300301,51,26.18,127.76,60.8,13.87
316,Qazanbulaq,40,AZ,1584300301,87,40.62,46.65,53.6,11.41
317,Svetlaya,53,RU,1584300301,57,46.54,138.33,20.82,10.07
318,Iqaluit,90,CA,1584300019,69,63.75,-68.51,-9.0,3.36
319,Paita,29,PE,1584300301,100,-5.09,-81.11,62.6,13.87
320,Nanortalik,100,GL,1584300301,73,60.14,-45.24,24.78,15.64
321,Meulaboh,60,ID,1584300301,70,4.14,96.13,85.08,0.76
322,Brazzaville,40,CG,1584300301,59,-4.27,15.28,89.6,3.69
323,Cherskiy,98,RU,1584300104,97,68.75,161.3,-2.22,4.79
324,Lodja,99,CD,1584300302,89,-3.48,23.43,74.64,1.86
325,Kautokeino,100,NO,1584300302,85,69.01,23.04,15.06,7.7
326,San Quintín,6,MX,1584300302,66,30.48,-115.95,62.22,9.84
327,Capela,40,BR,1584300302,55,-10.5,-37.05,87.8,13.87
328,Kalabagh,52,PK,1584300302,57,32.97,71.56,62.04,2.44
329,Gornopravdinsk,100,RU,1584300302,96,60.05,69.9,30.9,10.76
330,Äänekoski,90,FI,1584300302,69,62.69,25.82,37.4,17.22
331,Thyborøn,100,DK,1584300302,62,56.7,8.21,46.0,8.99
332,Chumikan,4,RU,1584300302,92,54.72,135.31,-3.3,1.45
333,Tuatapere,95,NZ,1584300302,93,-46.13,167.68,53.01,15.01
334,Billings Metropolitan Area,90,US,1584300302,78,45.78,-108.5,18.0,5.12
335,Carroll,40,US,1584300015,53,39.55,-77.02,52.0,5.82
336,Airai,82,TL,1584300302,79,-8.93,125.41,66.0,3.04
337,Atuona,17,PF,1584300302,67,-9.8,-139.03,81.84,9.04
338,Marsh Harbour,0,BS,1584300303,69,26.54,-77.06,73.38,8.7
339,Cape Town,20,ZA,1584300269,68,-33.93,18.42,64.99,28.86
340,Murgab,75,TM,1584300303,32,37.5,61.97,69.8,13.87
341,Baghdad,40,IQ,1584300271,77,33.34,44.4,64.4,3.36
342,Flinders,75,AU,1584300303,100,-34.58,150.86,63.0,13.87
343,Atbasar,100,KZ,1584300303,96,51.8,68.33,34.32,11.32
344,Klaksvík,95,FO,1584300303,74,62.23,-6.59,30.2,28.19
345,Rosetown,98,CA,1584300303,83,51.55,-108.0,15.01,10.0
346,Tilichiki,98,RU,1584300303,94,60.47,166.1,8.76,7.27
347,Winneba,20,GH,1584300303,83,5.35,-0.62,84.2,14.99
348,Urcos,40,PE,1584300303,37,-13.69,-71.62,68.0,3.36
349,Outjo,41,NA,1584300303,77,-20.12,16.15,69.8,1.12
350,Elk City,90,US,1584300304,86,35.41,-99.4,44.6,6.93
351,Clyde River,75,CA,1584300304,75,70.47,-68.59,-20.2,12.75
352,Pemangkat,53,ID,1584300304,93,1.17,108.97,76.98,7.36
353,La Ronge,75,CA,1584300304,61,55.1,-105.28,14.0,10.29
354,Reitoca,40,HN,1584300304,32,13.83,-87.47,89.6,11.41
355,Mana,63,GF,1584300304,48,5.66,-53.78,88.86,7.81
356,Soria,34,ES,1584300304,86,41.67,-2.67,46.99,12.44
357,St. George's,75,GD,1584300304,94,12.06,-61.75,77.0,11.41
358,Río Gallegos,75,AR,1584300227,37,-51.62,-69.22,71.6,16.11
359,Surgut,100,RU,1584300118,80,61.25,73.42,33.8,11.18
360,Dom Pedrito,100,BR,1584300304,57,-30.98,-54.67,84.0,9.82
361,Port Hedland,0,AU,1584300305,83,-20.32,118.57,80.6,8.05
362,Haapiti,20,PF,1584300305,66,-17.57,-149.87,86.0,2.24
363,Kamenka,100,RU,1584300305,88,51.32,42.77,24.01,1.99
364,Locri,75,IT,1584300305,82,38.24,16.26,60.01,2.24
365,Carnarvon,90,AU,1584300305,83,-24.87,113.63,77.0,10.29
366,Östersund,100,SE,1584300305,88,63.18,14.64,37.99,10.29
367,Kahului,40,US,1584300065,83,20.89,-156.47,75.2,10.96
368,Morón,20,AR,1584300196,53,-34.65,-58.62,78.01,6.93
369,Maniitsoq,0,GL,1584300305,61,65.42,-52.9,5.34,16.53
370,Cabo San Lucas,75,MX,1584300305,57,22.89,-109.91,81.0,3.36
371,Ha Tinh,97,VN,1584300305,90,18.33,105.9,69.96,3.8
372,Itaituba,75,BR,1584300306,74,-4.28,-55.98,84.2,5.53
373,Rawdon,20,CA,1584300306,49,46.05,-73.72,30.0,9.17
374,Petauke,100,ZM,1584300306,95,-14.24,31.33,70.5,2.08
375,Jalu,0,LY,1584300306,17,29.03,21.55,73.2,8.23
376,Haines Junction,41,CA,1584300098,86,60.75,-137.51,18.12,3.69
377,Puerto Ayacucho,40,VE,1584300306,36,5.66,-67.62,95.0,10.29
378,Karpathos,0,GR,1584300306,93,35.51,27.21,59.0,3.36
379,Caucayá,80,CO,1584300306,73,-0.19,-74.78,82.2,5.12
380,Mount Isa,0,AU,1584300306,33,-20.73,139.5,73.4,8.05
381,Nong Chik,51,TH,1584300306,82,6.84,101.18,82.38,18.81
382,Plouzané,75,FR,1584300306,81,48.38,-4.62,46.4,4.7
383,Nizwá,17,OM,1584300306,31,22.93,57.53,64.92,8.68
384,Narsaq,100,GL,1584300307,53,60.92,-46.05,26.6,9.17
385,Novyy Urgal,87,RU,1584300307,92,51.07,132.56,-0.6,0.94
386,Ishim,100,RU,1584300307,96,56.11,69.49,33.24,26.15
387,Poum,100,NC,1584300307,78,-20.23,164.02,82.74,23.26
388,Viedma,0,AR,1584300258,18,-40.81,-63.0,76.98,2.46
389,Dukat,100,RU,1584300307,100,62.55,155.55,-6.9,4.12
390,Huicheng,31,CN,1584300307,87,23.04,116.29,57.2,2.24
391,Fort Collins,1,US,1584300307,65,40.59,-105.08,48.0,3.36
392,Kavieng,100,PG,1584300307,70,-2.57,150.8,84.54,7.74
393,Harper,100,LR,1584300308,84,4.38,-7.72,80.4,4.81
394,Sárvár,0,HU,1584300308,34,47.25,16.94,42.8,4.7
395,Santa Fe,100,AR,1584300308,85,-31.63,-60.7,72.0,3.0
396,Richards Bay,18,ZA,1584300308,82,-28.78,32.04,79.32,16.93
397,Ribeira Grande,40,PT,1584300308,77,38.52,-28.7,62.6,5.82
398,Daru,0,PG,1584300308,92,-9.08,143.21,74.1,3.47
399,Nikolskoye,30,RU,1584300308,55,59.7,30.79,35.6,11.18
400,Inuvik,40,CA,1584300308,71,68.35,-133.72,8.6,9.17
401,Lompoc,90,US,1584300176,87,34.64,-120.46,59.0,13.87
402,Arrondissement du Havre,90,FR,1584300308,87,49.58,0.33,51.8,9.17
403,Samoded,6,RU,1584300308,74,63.61,40.51,21.9,10.87
404,Mumford,81,GH,1584300302,70,5.26,-0.76,83.82,10.16
405,Dikson,100,RU,1584300308,98,73.51,80.55,-6.72,3.13
406,Miles City,90,US,1584300308,85,46.41,-105.84,23.0,17.22
407,Praia da Vitória,40,PT,1584300309,77,38.73,-27.07,60.8,3.53
408,George Town,20,MY,1584300309,88,5.41,100.34,80.6,2.24
409,Port Blair,16,IN,1584300309,73,11.67,92.75,82.74,11.61
410,Torbay,90,CA,1584300296,86,47.67,-52.73,33.01,21.92
411,Saint-Pierre,100,RE,1584300309,73,-21.34,55.48,77.0,16.11
412,Ust'-Ilimsk,98,RU,1584300303,91,58.0,102.66,29.46,13.24
413,Itambé,100,BR,1584300309,89,-15.24,-40.62,73.02,3.69
414,Pīpār,92,IN,1584300309,34,26.39,73.54,66.9,8.23
415,Tegul'det,100,RU,1584300309,97,57.31,88.17,32.16,8.3
416,Bukama,62,CD,1584300309,95,-9.2,25.85,73.38,1.97
417,Esperance,27,AU,1584300309,82,-33.87,121.9,68.0,10.29
418,Broken Hill,0,AU,1584300309,48,-31.95,141.43,60.8,11.41
419,Zhangaözen,31,KZ,1584300309,50,43.3,52.8,47.82,12.75
420,Seoul,1,KR,1584300152,79,37.57,126.98,32.0,2.24
421,Avarua,77,CK,1584300309,83,-21.21,-159.78,82.4,3.36
422,Upata,20,VE,1584300310,28,8.01,-62.4,96.06,5.86
423,Camacha,40,PT,1584300310,63,33.08,-16.33,62.6,18.34
424,Tautira,20,PF,1584300310,66,-17.73,-149.15,86.0,2.24
425,Fortuna,40,US,1584300310,75,40.6,-124.16,48.2,16.11
426,Sakakah,0,SA,1584300310,45,29.97,40.21,64.4,10.27
427,Zuwārah,2,LY,1584300043,77,32.93,12.08,60.24,7.67
428,Sembakung,42,ID,1584300310,79,3.82,117.25,75.18,5.64
429,Bulolo,98,PG,1584300310,96,-7.2,146.65,64.74,2.33
430,Bredasdorp,100,ZA,1584300310,59,-34.53,20.04,66.2,10.29
431,Talnakh,22,RU,1584300310,82,69.49,88.4,-16.6,2.24
432,Tuy Hoa,52,VN,1584300310,85,13.08,109.3,77.7,8.25
433,Kalmunai,22,LK,1584300310,79,7.42,81.82,82.38,12.57
434,Port Elizabeth,75,ZA,1584300311,93,-33.92,25.57,62.6,6.93
435,Colwyn Bay,65,GB,1584300311,70,53.29,-3.73,46.99,10.29
436,Merke,61,KZ,1584300311,33,42.87,73.18,49.98,4.63
437,Macapá,90,BR,1584300311,100,0.04,-51.07,78.8,2.24
438,Hobart,75,AU,1584300311,71,-42.88,147.33,53.6,4.65
439,Havelock,90,US,1584300015,87,34.88,-76.9,51.8,17.22
440,Bac Lieu,58,VN,1584300155,81,9.29,105.72,77.7,7.54
441,Kaabong,97,UG,1584300311,55,3.48,34.15,74.64,7.36
442,Saskylakh,100,RU,1584300311,96,71.92,114.08,20.1,5.41
443,Boyabat,75,TR,1584300311,81,41.47,34.77,42.8,14.99
444,Vila,40,PT,1584300311,81,42.03,-8.16,48.99,6.93
445,Druzhba,100,UA,1584300311,49,52.04,33.95,30.36,13.13
446,Hirson,40,FR,1584300311,66,49.92,4.08,53.01,3.36
447,Asău,0,RO,1584300234,46,46.43,26.4,28.4,4.7
448,New Norfolk,75,AU,1584300312,71,-42.78,147.06,53.6,1.25
449,Bay Roberts,90,CA,1584300312,86,47.6,-53.26,33.01,21.92
450,Bud,90,US,1584300312,80,39.45,-86.18,45.0,9.17
451,Buin,0,CL,1584300312,25,-33.73,-70.75,87.8,6.93
452,Nieves,75,PH,1584300312,83,15.33,120.95,77.0,4.7
453,Bouaké,20,CI,1584300312,61,7.69,-5.02,82.4,11.41
454,Katsuura,99,JP,1584300312,80,35.13,140.3,42.01,5.82
455,São João da Barra,8,BR,1584300312,62,-21.64,-41.05,86.0,13.87
456,Westport,1,US,1584300020,17,41.14,-73.36,53.6,12.75
457,Vila Velha,20,BR,1584300160,70,-20.33,-40.29,84.99,12.75
458,Te Anau,83,NZ,1584300312,79,-45.42,167.72,51.6,6.85
459,Laas,75,IT,1584300313,75,46.62,10.7,46.4,2.24
460,Santa Maria,75,BR,1584300313,58,-29.68,-53.81,86.0,8.05
461,Ust-Maya,88,RU,1584300313,93,60.42,134.53,-11.4,4.59
462,Chicama,40,PE,1584300313,78,-7.84,-79.15,77.0,11.41
463,Copán,62,HN,1584300313,67,14.83,-89.15,76.08,5.37
464,Ranot,28,TH,1584300313,79,7.78,100.32,82.92,14.63
465,Morrinhos,37,BR,1584300313,74,-17.73,-49.1,80.76,4.38
466,Pisco,77,PE,1584300313,30,-13.7,-76.22,73.99,17.22
467,Puerto Baquerizo Moreno,75,EC,1584300313,83,-0.9,-89.6,82.4,3.36
468,Arrondissement de Nevers,92,FR,1584300313,58,46.92,3.33,59.0,3.36
469,Iki-Burul,100,RU,1584300313,47,45.82,44.65,39.0,4.47
470,Okha,50,RU,1584300314,92,53.57,142.95,-3.12,11.7
471,Atar,0,MR,1584300314,16,20.52,-13.05,91.4,9.17
472,Ramsar,28,IR,1584300314,87,36.92,50.64,53.6,3.18
473,Ilhabela,0,BR,1584300314,86,-23.78,-45.36,78.42,10.67
474,Ermelo,0,ZA,1584300314,94,-26.53,29.98,59.52,6.6
475,Wasilla,1,US,1584300314,62,61.58,-149.44,21.2,1.97
476,Karratha,7,AU,1584300314,81,-20.74,116.85,83.82,17.78
477,Quatre Cocos,40,MU,1584300029,83,-20.21,57.76,77.0,12.08
478,Valparaíso,0,CL,1584300020,46,-33.04,-71.63,69.8,9.17
479,Xuzhou,100,CN,1584300314,58,34.18,117.16,44.76,14.09
480,Souillac,40,MU,1584300314,83,-20.52,57.52,77.0,5.01
481,Kaeo,100,NZ,1584300314,92,-35.1,173.78,59.0,7.0
482,Kiama,75,AU,1584300315,100,-34.68,150.87,62.01,13.87
483,Saldanha,83,ZA,1584300315,59,-33.01,17.94,66.2,11.41
484,Harta,0,HU,1584300315,37,46.7,19.03,37.99,2.24
485,Sioux Falls,90,US,1584300300,55,43.55,-96.7,32.0,13.87
486,Provideniya,75,RU,1584300315,79,64.38,-173.3,28.4,8.95
487,Najrān,5,SA,1584300315,23,17.49,44.13,77.0,6.93
488,Coxim,67,BR,1584300315,49,-18.51,-54.76,92.46,2.86
489,Nantucket,1,US,1584300142,38,41.28,-70.1,44.6,12.75
490,Pemberton,5,CA,1584300258,28,50.32,-122.8,28.4,6.93
491,Sobolevo,0,RU,1584300315,57,54.43,31.9,26.94,7.07
492,Gizo Government Station,100,SB,1584300315,84,-8.1,156.84,78.06,2.51
493,Olafsvik,100,IS,1584300315,67,64.89,-23.71,36.12,26.6
494,Safi,99,MA,1584300315,71,32.3,-9.24,59.88,7.9
495,Kindersley,90,CA,1584300316,72,51.47,-109.17,10.4,9.17
496,Zhiryatino,77,RU,1584300316,51,53.22,33.73,28.92,12.84
497,Albany,1,US,1584300316,22,42.6,-73.97,46.99,9.17
498,Severo-Kuril'sk,100,RU,1584300316,98,50.68,156.12,30.72,12.82
499,Novo Oriente,94,BR,1584300316,77,-5.53,-40.77,79.14,8.75
